starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 13 09:02:38 2016	1476342158	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	127	127	127
Thu Oct 13 09:02:33 2016	1476342153	0	127	127	127
Thu Oct 13 09:02:37 2016	1476342157	0	127	127	127
Thu Oct 13 09:02:33 2016	1476342153	0	127	127	127
Thu Oct 13 09:02:38 2016	1476342158	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	127	127	127
Thu Oct 13 09:02:32 2016	1476342152	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	127	127	127
Thu Oct 13 09:02:38 2016	1476342158	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	127	127	127
Thu Oct 13 09:02:37 2016	1476342157	0	127	127	127
Thu Oct 13 09:02:35 2016	1476342155	0	127	127	127
Thu Oct 13 09:02:37 2016	1476342157	0	127	127	127
Thu Oct 13 09:02:35 2016	1476342155	0	127	127	127
Thu Oct 13 09:02:33 2016	1476342153	0	127	127	127
Thu Oct 13 09:02:32 2016	1476342152	0	127	127	127
Thu Oct 13 09:02:33 2016	1476342153	0	127	127	127
Thu Oct 13 09:02:32 2016	1476342152	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	127	127	127
Thu Oct 13 09:02:35 2016	1476342155	0	127	127	127
Thu Oct 13 09:02:34 2016	1476342154	0	127	127	127
Thu Oct 13 09:02:34 2016	1476342154	0	127	127	127
Thu Oct 13 09:02:35 2016	1476342155	0	127	127	127
Thu Oct 13 09:02:35 2016	1476342155	0	127	127	127
Thu Oct 13 09:02:36 2016	1476342156	0	128	128	128
Thu Oct 13 09:02:33 2016	1476342153	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	128	128	128
Thu Oct 13 09:02:38 2016	1476342158	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	128	128	128
Thu Oct 13 09:02:33 2016	1476342153	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	128	128	128
Thu Oct 13 09:02:38 2016	1476342158	0	128	128	128
Thu Oct 13 09:02:37 2016	1476342157	0	128	128	128
Thu Oct 13 09:02:34 2016	1476342154	0	129	129	129
Thu Oct 13 09:02:37 2016	1476342157	0	130	130	130
