starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 13 09:03:54 2016	1476342234	0	31	31	31
Thu Oct 13 09:03:53 2016	1476342233	0	31	31	31
Thu Oct 13 09:03:52 2016	1476342232	0	31	31	31
Thu Oct 13 09:03:52 2016	1476342232	0	31	31	31
Thu Oct 13 09:03:57 2016	1476342237	0	31	31	31
Thu Oct 13 09:03:56 2016	1476342236	0	31	31	31
Thu Oct 13 09:03:53 2016	1476342233	0	31	31	31
Thu Oct 13 09:03:51 2016	1476342231	0	31	31	31
Thu Oct 13 09:03:54 2016	1476342234	0	31	31	31
Thu Oct 13 09:03:56 2016	1476342236	0	31	31	31
Thu Oct 13 09:03:51 2016	1476342231	0	32	32	32
Thu Oct 13 09:03:56 2016	1476342236	0	32	32	32
Thu Oct 13 09:03:54 2016	1476342234	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:56 2016	1476342236	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:54 2016	1476342234	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:56 2016	1476342236	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:54 2016	1476342234	1	31	32	31
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:57 2016	1476342237	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:53 2016	1476342233	0	32	32	32
Thu Oct 13 09:03:56 2016	1476342236	0	32	32	32
Thu Oct 13 09:03:55 2016	1476342235	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:54 2016	1476342234	0	32	32	32
Thu Oct 13 09:03:53 2016	1476342233	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:53 2016	1476342233	0	32	32	32
Thu Oct 13 09:03:54 2016	1476342234	0	32	32	32
Thu Oct 13 09:03:51 2016	1476342231	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:57 2016	1476342237	0	32	32	32
Thu Oct 13 09:03:53 2016	1476342233	0	32	32	32
Thu Oct 13 09:03:51 2016	1476342231	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	32	32	32
Thu Oct 13 09:03:51 2016	1476342231	0	32	32	32
Thu Oct 13 09:03:53 2016	1476342233	0	32	32	32
Thu Oct 13 09:03:52 2016	1476342232	0	33	33	33
Thu Oct 13 09:03:52 2016	1476342232	0	33	33	33
Thu Oct 13 09:03:52 2016	1476342232	0	33	33	33
Thu Oct 13 09:03:55 2016	1476342235	0	33	33	33
Thu Oct 13 09:03:54 2016	1476342234	0	33	33	33
Thu Oct 13 09:03:56 2016	1476342236	0	33	33	33
Thu Oct 13 09:03:53 2016	1476342233	0	33	33	33
Thu Oct 13 09:03:56 2016	1476342236	0	33	33	33
Thu Oct 13 09:03:51 2016	1476342231	0	33	33	33
Thu Oct 13 09:03:55 2016	1476342235	0	33	33	33
Thu Oct 13 09:03:56 2016	1476342236	0	33	33	33
Thu Oct 13 09:03:51 2016	1476342231	0	33	33	33
Thu Oct 13 09:03:57 2016	1476342237	0	33	33	33
Thu Oct 13 09:03:56 2016	1476342236	0	33	33	33
Thu Oct 13 09:03:54 2016	1476342234	0	33	33	33
Thu Oct 13 09:03:52 2016	1476342232	0	33	33	33
Thu Oct 13 09:03:54 2016	1476342234	0	33	33	33
Thu Oct 13 09:03:56 2016	1476342236	0	33	33	33
Thu Oct 13 09:03:51 2016	1476342231	0	33	33	33
Thu Oct 13 09:03:53 2016	1476342233	0	33	33	33
Thu Oct 13 09:03:54 2016	1476342234	0	33	33	33
Thu Oct 13 09:03:52 2016	1476342232	0	34	34	34
Thu Oct 13 09:03:57 2016	1476342237	0	34	34	34
Thu Oct 13 09:03:55 2016	1476342235	0	34	34	34
Thu Oct 13 09:03:55 2016	1476342235	0	35	35	35
Thu Oct 13 09:03:57 2016	1476342237	0	35	35	35
Thu Oct 13 09:03:56 2016	1476342236	0	35	35	35
Thu Oct 13 09:03:54 2016	1476342234	0	35	35	35
Thu Oct 13 09:03:53 2016	1476342233	0	35	35	35
Thu Oct 13 09:03:54 2016	1476342234	0	35	35	35
Thu Oct 13 09:03:56 2016	1476342236	0	36	36	36
Thu Oct 13 09:03:55 2016	1476342235	0	36	36	36
Thu Oct 13 09:03:53 2016	1476342233	0	36	36	36
Thu Oct 13 09:03:52 2016	1476342232	0	36	36	36
Thu Oct 13 09:03:54 2016	1476342234	0	36	36	36
Thu Oct 13 09:03:56 2016	1476342236	0	36	36	36
Thu Oct 13 09:03:55 2016	1476342235	0	36	36	36
Thu Oct 13 09:03:53 2016	1476342233	0	36	36	36
Thu Oct 13 09:03:51 2016	1476342231	0	36	36	36
Thu Oct 13 09:03:53 2016	1476342233	0	37	37	37
